class,idx,top1_acc,top5_acc,samples,top_conf_1,top_conf_1_count,top_confusions
shaking_head,361,16.666666666666668,50.0,6,sticking tongue out,1,"sticking tongue out(1), whistle_two_hands(1), play_accordian(1)"
shoveling_snow,368,16.666666666666668,50.0,6,dog_walking,1,"dog_walking(1), using_scythe(1), bowing_waist(1)"
ski_frontflip,377,16.666666666666668,50.0,6,ski_cork,1,"ski_cork(1), bike_fall(1), using_string_trimmer(1)"
ski_jump_slide,380,16.666666666666668,50.0,6,talking_megaphone,1,"talking_megaphone(1), paragliding(1), curling_follow(1)"
soccer_dribble,391,16.666666666666668,50.0,6,baseball_run,2,"baseball_run(2), soccer_header(1), tap_dancing(1)"
stomping_grapes,411,16.666666666666668,50.0,6,using_metal_detector,2,"using_metal_detector(2), rescue_breathing(1), play_thereminvox(1)"
swimming_butterfly_stroke,417,16.666666666666668,50.0,6,base_jumping,1,"base_jumping(1), skydiving(1), fish-hunting_pull(1)"
sword_swallowing,420,16.666666666666668,50.0,6,carrying_with_head,1,"carrying_with_head(1), brushing_teeth(1), handshake_dog(1)"
trampoline,442,16.666666666666668,50.0,6,trapeze_single,1,"trapeze_single(1), stone_skipping(1), high_jump_jump(1)"
unevenbar_land,452,16.666666666666668,50.0,6,wall_paint_roller,1,"wall_paint_roller(1), soccer_header(1), floor_spin(1)"
walking_with_walker,469,16.666666666666668,50.0,6,brushing_floor,2,"brushing_floor(2), unevenbar_spin(1), push_wheelchair(1)"
axe_throwing,15,16.666666666666668,66.66666666666667,6,slingshot,2,"slingshot(2), throw_paper-plane(1), atlatl_throw(1)"
baseball_run,34,16.666666666666668,66.66666666666667,6,juggling_balls,1,"juggling_balls(1), racewalk_walk(1), base_jumping(1)"
bowls_throw,69,16.666666666666668,66.66666666666667,6,piggyback_ride,1,"piggyback_ride(1), play_bangu(1), basketball_jabstep(1)"
chewing_gum,92,16.666666666666668,66.66666666666667,6,sticking tongue out,2,"sticking tongue out(2), blowing_gum(1), play_serpent(1)"
cleaning_mirror,95,16.666666666666668,66.66666666666667,6,cleaning_windows,1,"cleaning_windows(1), using_typewriter(1), spitting_on_face(1)"
fish-hunting_pull,162,16.666666666666668,66.66666666666667,6,washing_dishes,1,"washing_dishes(1), fish-hunting_hold(1), fist_bump(1)"
horizontalbar_spin,224,16.666666666666668,66.66666666666667,6,unevenbar_spin,2,"unevenbar_spin(2), ironing_clothes(1), chainsaw_log(1)"
play_bagpipes,263,16.666666666666668,66.66666666666667,6,play_triangle,2,"play_triangle(2), yoga_tree(1), folding_clothes(1)"
play_ukulele,305,16.666666666666668,66.66666666666667,6,play_melodic,1,"play_melodic(1), peeling_banana(1), play_banjo(1)"
rowing_boat,350,16.666666666666668,66.66666666666667,6,gym_pull,2,"gym_pull(2), play_xylophone(1), wall_paint_roller(1)"
shaving_beard,362,16.666666666666668,66.66666666666667,6,styling_hair,1,"styling_hair(1), crossbow_shoot(1), kiss(1)"
swimming_backstroke,415,16.666666666666668,66.66666666666667,6,kayaking,2,"kayaking(2), skydiving(1), cleaning_mirror(1)"
underarm_turn,448,16.666666666666668,66.66666666666667,6,football_throw,1,"football_throw(1), flying_kite(1), whipping(1)"
basketball_shoot,42,16.666666666666668,83.33333333333333,6,wall_paint_brush,1,"wall_paint_brush(1), volleyball_set(1), salute(1)"
beer_pong_throw,50,16.666666666666668,83.33333333333333,6,dog_highfive,1,"dog_highfive(1), play_kendama(1), throw_paper-plane(1)"
high_jump_run,213,16.666666666666668,83.33333333333333,6,split_leap,1,"split_leap(1), sprint_run(1), long_jump_run(1)"
play_accordian,262,16.666666666666668,83.33333333333333,6,play_serpent,1,"play_serpent(1), read_newspaper(1), play_triangle(1)"
play_banjo,265,16.666666666666668,83.33333333333333,6,cleaning_mirror,1,"cleaning_mirror(1), spinning_plate(1), play_cymbals(1)"
play_harmonica,278,16.666666666666668,83.33333333333333,6,applying_cream,1,"applying_cream(1), play_ocarina(1), play_noseflute(1)"
play_hulusi,281,16.666666666666668,83.33333333333333,6,play_recorder,2,"play_recorder(2), play_suona(1), play_ otamatone(1)"
taekwondo_low_block,423,16.666666666666668,83.33333333333333,6,dart_throw,1,"dart_throw(1), card_throw(1), stomping_grapes(1)"
baseball_bunt,29,33.333333333333336,33.333333333333336,6,tight-rope_walking,1,"tight-rope_walking(1), using_lawn_mower(1), soccer_header(1)"
blowing kisses,58,33.333333333333336,33.333333333333336,6,play_saw,1,"play_saw(1), beer_pong_throw(1), spinning_plate(1)"
blowing_nose,63,33.333333333333336,33.333333333333336,6,gas_pumping_to_car,1,"gas_pumping_to_car(1), kiss(1), arm_wrestling(1)"
calfrope_rope,81,33.333333333333336,33.333333333333336,6,chopping_meat,1,"chopping_meat(1), cleaning_vacumming(1), swimming_backstroke(1)"
dart_throw,120,33.333333333333336,33.333333333333336,6,high_five,1,"high_five(1), closing_door(1), fist_bump(1)"
knitting,241,33.333333333333336,33.333333333333336,6,play_sheng,1,"play_sheng(1), hand-drill_firemaking_drill_with_hand(1), rock_paper_scissors(1)"
pizza_dough_toss,259,33.333333333333336,33.333333333333336,6,belly_dancing,1,"belly_dancing(1), peeling_banana(1), hand_in_hand(1)"
playing_rubiks_cube,315,33.333333333333336,33.333333333333336,6,play_harp,1,"play_harp(1), play_clarinet(1), using_typewriter(1)"
pottery_wheel,323,33.333333333333336,33.333333333333336,6,pouring_wine,1,"pouring_wine(1), cutting_onion(1), one_arm_push_up(1)"
rock_paper_scissors,346,33.333333333333336,33.333333333333336,6,beer_pong_throw,1,"beer_pong_throw(1), cleaning_mirror(1), slingshot(1)"
shuffle_dance,369,33.333333333333336,33.333333333333336,6,tap_dancing,2,"tap_dancing(2), cross_country_ski_walk(1), taichi_fan(1)"
soccer_header,392,33.333333333333336,33.333333333333336,6,trampoline,1,"trampoline(1), blowing kisses(1), tennis_backhand(1)"
squash_forehand,409,33.333333333333336,33.333333333333336,6,tennis_forehand,1,"tennis_forehand(1), frisbee_throw(1), play_yoyo(1)"
trapeze_single,444,33.333333333333336,33.333333333333336,6,soccer_header,1,"soccer_header(1), ski_backflip(1), handstand(1)"
wall_paint_brush,470,33.333333333333336,33.333333333333336,6,wall_paint_roller,1,"wall_paint_roller(1), play_banjo(1), play_viola(1)"
balancebeam_flip,21,33.333333333333336,50.0,6,dabbing,1,"dabbing(1), tug_of_war(1), basketball_dunk(1)"
balancebeam_spin,24,33.333333333333336,50.0,6,floor_rotate,4,floor_rotate(4)
breakdancing_support,73,33.333333333333336,50.0,6,handstand,2,"handstand(2), snorkeling(1), skydiving(1)"
brushing_floor,74,33.333333333333336,50.0,6,unevenbar_flip,1,"unevenbar_flip(1), using_lawn_mower(1), clear_snow_off_car(1)"
calfrope_subdue,82,33.333333333333336,50.0,6,spitting_on_face,1,"spitting_on_face(1), ride_horse(1), ski_jump_slide(1)"
cast_net,88,33.333333333333336,50.0,6,unicycle_ride,1,"unicycle_ride(1), soccer_header(1), figure_skate_backward(1)"
chalkboard,91,33.333333333333336,50.0,6,talking_megaphone,1,"talking_megaphone(1), throw_boomerang(1), shooting_handgun(1)"
climbing_rock,105,33.333333333333336,50.0,6,skydiving,1,"skydiving(1), building_snowman(1), grass_skiing(1)"
curling_push,116,33.333333333333336,50.0,6,soccer_save,1,"soccer_save(1), play_timpani(1), play_panpipe(1)"
eat_burger,136,33.333333333333336,50.0,6,play_ocarina,1,"play_ocarina(1), whistle_two_hands(1), play_bangu(1)"
falling_off_chair,146,33.333333333333336,50.0,6,flamethrower,1,"flamethrower(1), guitar_smashing(1), calfrope_catch(1)"
fish-hunting_hold,161,33.333333333333336,50.0,6,play_grandpiano,1,"play_grandpiano(1), fish-hunting_pull(1), jetski(1)"
folding_blanket,170,33.333333333333336,50.0,6,baseball_pitch,1,"baseball_pitch(1), folding_clothes(1), play_yoyo(1)"
guitar_smashing,188,33.333333333333336,50.0,6,axe_throwing,1,"axe_throwing(1), taekwondo_low_block(1), throwing_bouquet(1)"
horizontalbar_land,223,33.333333333333336,50.0,6,equestrian_jump,1,"equestrian_jump(1), chopping_wood(1), riding_mechanical_bull(1)"
hugging_human,226,33.333333333333336,50.0,6,crossbow_shoot,2,"crossbow_shoot(2), opening_door(1), paragliding(1)"
luge,247,33.333333333333336,50.0,6,skydiving,2,"skydiving(2), high_jump_jump(1), falling_off_chair(1)"
petanque_throw,256,33.333333333333336,50.0,6,sandboarding_forward,1,"sandboarding_forward(1), sack_race(1), peeling_banana(1)"
play_clarinet,268,33.333333333333336,50.0,6,washing_clothes,1,"washing_clothes(1), play_suona(1), play_hulusi(1)"
play_harp,279,33.333333333333336,50.0,6,play_clarinet,1,"play_clarinet(1), fire_extinguisher(1), windsurfing(1)"
play_maracas,286,33.333333333333336,50.0,6,play_cymbals,1,"play_cymbals(1), juggling_balls(1), play_grandpiano(1)"
play_saw,293,33.333333333333336,50.0,6,watering_plants,1,"watering_plants(1), play_triangle(1), play_bangu(1)"
play_sitar,297,33.333333333333336,50.0,6,grass_skiing,1,"grass_skiing(1), hand-drill_firemaking_drill_with_hand(1), play_sanxian(1)"
play_trombone,303,33.333333333333336,50.0,6,applauding,1,"applauding(1), play_suona(1), play_clarinet(1)"
play_yangqin,309,33.333333333333336,50.0,6,pottery_wheel,1,"pottery_wheel(1), applauding(1), playing_conga_drum(1)"
playing_nunchucks,314,33.333333333333336,50.0,6,play_viola,1,"play_viola(1), throwing_bouquet(1), spinning_basketball(1)"
push_car,328,33.333333333333336,50.0,6,snowboard_slide,1,"snowboard_slide(1), climb_pole(1), soccer_dribble(1)"
ski_jump_land,378,33.333333333333336,50.0,6,roller-skating_forward,1,"roller-skating_forward(1), blow_gun(1), snowboard_slide(1)"
soccer_save,393,33.333333333333336,50.0,6,baseball_catch_groundball,1,"baseball_catch_groundball(1), equestrian_jump(1), bike_fall(1)"
speedskating_forward,398,33.333333333333336,50.0,6,baseball_catch_groundball,1,"baseball_catch_groundball(1), roller-skating_forward(1), falling_off_chair(1)"
tennis_backhand,432,33.333333333333336,50.0,6,swinging_axe_on_a_tree,1,"swinging_axe_on_a_tree(1), frisbee_throw(1), basketball_pass(1)"
throw_paper-plane,437,33.333333333333336,50.0,6,closing_door,3,"closing_door(3), axe_throwing(1)"
tire_pull,440,33.333333333333336,50.0,6,push_wheelchair,1,"push_wheelchair(1), runway_walk(1), opening_door(1)"
unevenbar_spin,453,33.333333333333336,50.0,6,unevenbar_flip,1,"unevenbar_flip(1), trapeze_interacting(1), closing_door(1)"
balancebeam_jump,22,33.333333333333336,66.66666666666667,6,split_leap,1,"split_leap(1), shotput_throw(1), climbing_rock(1)"
balancebeam_walk,25,33.333333333333336,66.66666666666667,6,battle-rope_jumping-jack,1,"battle-rope_jumping-jack(1), clear_snow_off_car(1), tight-rope_walking(1)"
basketball_jabstep,39,33.333333333333336,66.66666666666667,6,using_lawn_mower,1,"using_lawn_mower(1), baseball_bunt(1), gym_squat(1)"
eat_spagetti,137,33.333333333333336,66.66666666666667,6,shaking_head,1,"shaking_head(1), eating_ice_cream(1), eating_oyster(1)"
grass_skating,185,33.333333333333336,66.66666666666667,6,play_lute,1,"play_lute(1), play_saw(1), water_skiing(1)"
hopscotch_skip,219,33.333333333333336,66.66666666666667,6,walking_with_crutches,1,"walking_with_crutches(1), frisbee_throw(1), using_metal_detector(1)"
play_cello,267,33.333333333333336,66.66666666666667,6,play_erhu,1,"play_erhu(1), play_viola(1), brushing_teeth(1)"
play_lute,285,33.333333333333336,66.66666666666667,6,play_banjo,1,"play_banjo(1), play_sheng(1), play_sanxian(1)"
play_viola,306,33.333333333333336,66.66666666666667,6,cleaning_sweeping,1,"cleaning_sweeping(1), hold_baby_with_wrap(1), play_violin(1)"
pole_vault_jump,321,33.333333333333336,66.66666666666667,6,swimming_freestyle,1,"swimming_freestyle(1), baseball_pitch(1), high_jump_jump(1)"
rescue_breathing,338,33.333333333333336,66.66666666666667,6,knitting,1,"knitting(1), skydiving(1), blowing_glass(1)"
taekwondo_punch,425,33.333333333333336,66.66666666666667,6,badminton_serve,1,"badminton_serve(1), face_slapping(1), fire_extinguisher(1)"
tight-rope_walking,439,33.333333333333336,66.66666666666667,6,chalkboard,1,"chalkboard(1), walking_on_stilts(1), skydiving(1)"
using_metal_detector,458,33.333333333333336,66.66666666666667,6,dog_walking,1,"dog_walking(1), using_string_trimmer(1), using_lawn_mower(1)"
using_string_trimmer,461,33.333333333333336,66.66666666666667,6,brushing_floor,3,"brushing_floor(3), skydiving(1)"
wear_helmet,477,33.333333333333336,66.66666666666667,6,wear_face_mask,2,"wear_face_mask(2), play_suona(1), stomping_grapes(1)"
applying_cream,10,33.333333333333336,83.33333333333333,6,play_triangle,1,"play_triangle(1), play_trombone(1), whistle_one_hand(1)"
baseball_catch_groundball,32,33.333333333333336,83.33333333333333,6,baseball_bunt,1,"baseball_bunt(1), battle-rope_snake(1), playing_cajon_drum(1)"
climb_ladder,102,33.333333333333336,83.33333333333333,6,climb_pole,2,"climb_pole(2), soccer_dribble(1), gym_ride(1)"
high_jump_jump,212,33.333333333333336,83.33333333333333,6,balancebeam_flip,1,"balancebeam_flip(1), trampoline(1), diving_jump(1)"
hold_baby_with_wrap,216,33.333333333333336,83.33333333333333,6,play_triangle,1,"play_triangle(1), cutting_onion(1), throwing_bouquet(1)"
play_ otamatone,260,33.333333333333336,83.33333333333333,6,play_hulusi,2,"play_hulusi(2), play_ocarina(1), play_ukulele(1)"
unevenbar_flip,450,33.333333333333336,83.33333333333333,6,breakdancing_support,1,"breakdancing_support(1), horizontalbar_jump(1), carrying_with_head(1)"
using_lawn_mower_riding_type,457,33.333333333333336,83.33333333333333,6,ride_horse,2,"ride_horse(2), grass_skiing(1), gym_ride(1)"
shotput_throw,367,33.333333333333336,100.0,6,discuss_throw,4,discuss_throw(4)
sling,383,33.333333333333336,100.0,6,football_throw,2,"football_throw(2), cast_net(1), wall_paint_roller(1)"
alligator_wrestling,8,50.0,50.0,6,blowing_gum,1,"blowing_gum(1), wall_paint_brush(1), hand-drill_firemaking_drill_with_hand(1)"
backflip,16,50.0,50.0,6,fire_dancing_circulating,1,"fire_dancing_circulating(1), dabbing(1), diving_rotate(1)"
basketball_pass,41,50.0,50.0,6,skateboard_forward,1,"skateboard_forward(1), using_lawn_mower(1), shooting_handgun(1)"
climb_stair,104,50.0,50.0,6,gym_ride,1,"gym_ride(1), gas_pumping_to_car(1), tire_pull(1)"
cross_country_ski_walk,113,50.0,50.0,6,soccer_dribble,2,"soccer_dribble(2), squash_forehand(1)"
figure_skate_forward,152,50.0,50.0,6,roller-skating_forward,1,"roller-skating_forward(1), tire_pull(1), moonwalk(1)"
figure_skate_hydroblading,153,50.0,50.0,6,bowls_throw,1,"bowls_throw(1), paragliding(1), surfing(1)"
floor_spin,167,50.0,50.0,6,climbing_tree,1,"climbing_tree(1), ski_backflip(1), guitar_smashing(1)"
hand-drill_firemaking_drill_with_hand,203,50.0,50.0,6,forward_fold,1,"forward_fold(1), falling_off_chair(1), sticking tongue out(1)"
play_grandpiano,275,50.0,50.0,6,shoe_shining,1,"shoe_shining(1), using_spinning_wheel(1), peeling_banana(1)"
play_sanxian,292,50.0,50.0,6,hand-drill_firemaking_drill_with_hand,1,"hand-drill_firemaking_drill_with_hand(1), cleaning_mopping(1), play_triangle(1)"
push_wheelchair_alone,330,50.0,50.0,6,wall_paint_roller,1,"wall_paint_roller(1), horizontalbar_land(1), ride_horse(1)"
shooting_handgun,365,50.0,50.0,6,skydiving,1,"skydiving(1), hand-drill_firemaking_blow(1), grass_skiing(1)"
skateboard_jump,374,50.0,50.0,6,discuss_throw,1,"discuss_throw(1), skateboard_grind(1), falling_off_chair(1)"
sticking tongue out,410,50.0,50.0,6,fist_bump,1,"fist_bump(1), blow_gun(1), play_banjo(1)"
taekwondo_middle_block,424,50.0,50.0,6,frisbee_throw,1,"frisbee_throw(1), face-changing_opera(1), play_serpent(1)"
CPR,1,50.0,66.66666666666667,6,ice_scuplting,1,"ice_scuplting(1), cross_country_ski_slide(1), walking_on_stilts(1)"
abseiling,2,50.0,66.66666666666667,6,sack_race,1,"sack_race(1), frisbee_catch(1), decorating_snowman(1)"
blowing_gum,61,50.0,66.66666666666667,6,chewing_gum,1,"chewing_gum(1), ride_bike(1), neck_side_pull_stretch(1)"
blowing_leaf,62,50.0,66.66666666666667,6,tight-rope_walking,1,"tight-rope_walking(1), using_lawn_mower(1), play_diabolo(1)"
bowling,68,50.0,66.66666666666667,6,ski_jump_midair,1,"ski_jump_midair(1), split_leap(1), squash_forehand(1)"
cutting_onion,118,50.0,66.66666666666667,6,play_yangqin,1,"play_yangqin(1), skydiving(1), chainsaw_log(1)"
dabbing,119,50.0,66.66666666666667,6,eating_hotdogs,1,"eating_hotdogs(1), floor_spin(1), gym_pull(1)"
diving_jump,126,50.0,66.66666666666667,6,guitar_smashing,1,"guitar_smashing(1), unevenbar_land(1), chopping_wood(1)"
diving_rotate,127,50.0,66.66666666666667,6,horizontalbar_land,1,"horizontalbar_land(1), blow_gun(1), floor_spin(1)"
fist_bump,163,50.0,66.66666666666667,6,brushing_teeth,1,"brushing_teeth(1), draw_handgun(1), play_bagpipes(1)"
forward_fold,175,50.0,66.66666666666667,6,sledgehammer_strike_down,1,"sledgehammer_strike_down(1), sprint_kneel(1), bowing_fullbody(1)"
forward_roll,176,50.0,66.66666666666667,6,unevenbar_jump,1,"unevenbar_jump(1), dabbing(1), riding_mechanical_bull(1)"
frisbee_throw,178,50.0,66.66666666666667,6,face_slapping,2,"face_slapping(2), soccer_header(1)"
frog_jump,179,50.0,66.66666666666667,6,sticking tongue out,1,"sticking tongue out(1), battle-rope_power-slam(1), ride_horse(1)"
gym_push,193,50.0,66.66666666666667,6,spinning_plate,1,"spinning_plate(1), climbing_tree(1), paragliding(1)"
hand-drill_firemaking_drill_with_bow,202,50.0,66.66666666666667,6,play_saw,1,"play_saw(1), handsaw(1), ice_scuplting(1)"
leg_hold_back,242,50.0,66.66666666666667,6,climbing_rock,1,"climbing_rock(1), brushing_hair(1), leg_hold_front(1)"
moonwalk,249,50.0,66.66666666666667,6,roller-skating_forward,1,"roller-skating_forward(1), push_wheelchair(1), basketball_shoot(1)"
play_ piccolo,261,50.0,66.66666666666667,6,play_trumpet,1,"play_trumpet(1), spinning_book(1), play_recorder(1)"
play_bangu,264,50.0,66.66666666666667,6,fire_extinguisher,1,"fire_extinguisher(1), rock_paper_scissors(1), peeling_banana(1)"
play_doublebass,272,50.0,66.66666666666667,6,pottery_wheel,1,"pottery_wheel(1), play_cymbals(1), play_banjo(1)"
playing_conga_drum,313,50.0,66.66666666666667,6,play_bangu,2,"play_bangu(2), cutting_onion(1)"
playing_snare_drum,317,50.0,66.66666666666667,6,unevenbar_cross,1,"unevenbar_cross(1), play_serpent(1), sword_swallowing(1)"
putting_scarf_on,332,50.0,66.66666666666667,6,shake_cocktail,1,"shake_cocktail(1), play_recorder(1), play_cymbals(1)"
softball_pitch,396,50.0,66.66666666666667,6,taichi_fan,1,"taichi_fan(1), tennis_backhand(1), axe_throwing(1)"
spinning_plate,401,50.0,66.66666666666667,6,blowdrying_hair,1,"blowdrying_hair(1), blowing kisses(1), beer_pong_throw(1)"
tennis_forehand,433,50.0,66.66666666666667,6,throw_paper-plane,1,"throw_paper-plane(1), golf_swing(1), volleyball_underhand(1)"
throwing_bouquet,438,50.0,66.66666666666667,6,volleyball_set,1,"volleyball_set(1), kiss(1), beer_pong_throw(1)"
ALS_IceBucket_Challenge,0,50.0,83.33333333333333,6,volleyball_set,2,"volleyball_set(2), carrying_with_head(1)"
battle-rope_wave,49,50.0,83.33333333333333,6,gym_pull,1,"gym_pull(1), air_drumming(1), gym_ride(1)"
belly_dancing,51,50.0,83.33333333333333,6,tight-rope_walking,2,"tight-rope_walking(2), jump rope(1)"
cartwheeling,87,50.0,83.33333333333333,6,balancebeam_spin,2,"balancebeam_spin(2), floor_rotate(1)"
cross_body_shoulder_stretch,111,50.0,83.33333333333333,6,spinning_plate,1,"spinning_plate(1), basketball_pass(1), play_bagpipes(1)"
figure_skate_backward,148,50.0,83.33333333333333,6,tire_pull,1,"tire_pull(1), soccer_header(1), moonwalk(1)"
figure_skate_donut_spin,151,50.0,83.33333333333333,6,figure_skate_bielman_spin,1,"figure_skate_bielman_spin(1), climb_ladder(1), figure_skate_camel_spin(1)"
jump rope,235,50.0,83.33333333333333,6,walking_with_walker,1,"walking_with_walker(1), gym_run(1), play_xylophone(1)"
play_saxophone,294,50.0,83.33333333333333,6,play_triangle,1,"play_triangle(1), playing_rubiks_cube(1), pancake_flip(1)"
soccer_throw,395,50.0,83.33333333333333,6,dice_stack_shuffle,1,"dice_stack_shuffle(1), hand_in_hand(1), axe_throwing(1)"
volleyball_pass,464,50.0,83.33333333333333,6,badminton_serve,1,"badminton_serve(1), pizza_dough_toss(1), fire_extinguisher(1)"
volleyball_underhand,466,50.0,83.33333333333333,6,using_string_trimmer,1,"using_string_trimmer(1), tennis_backhand(1), sandboarding_forward(1)"
wall_paint_roller,471,50.0,83.33333333333333,6,wall_paint_brush,1,"wall_paint_brush(1), play_harp(1), cleaning_windows(1)"
balancebeam_rotate,23,50.0,100.0,6,pirouette,2,"pirouette(2), shotput_throw(1)"
neck_side_pull_stretch,250,50.0,100.0,6,sword_swallowing,1,"sword_swallowing(1), high_five(1), gym_ride(1)"
play_kendama,283,50.0,100.0,6,fist_bump,2,"fist_bump(2), pizza_dough_toss(1)"
speed_stack,397,50.0,100.0,6,fish-hunting_pull,1,"fish-hunting_pull(1), chopping_meat(1), pouring_wine(1)"
triple_jump_run,446,50.0,100.0,6,long_jump_run,3,long_jump_run(3)
bending_back,53,66.66666666666667,66.66666666666667,6,yoga_pigeon,1,"yoga_pigeon(1), football_throw(1)"
bowing_waist,67,66.66666666666667,66.66666666666667,6,using_metal_detector,1,"using_metal_detector(1), hand_in_hand(1)"
breakdancing_flare,70,66.66666666666667,66.66666666666667,6,hammer_throw,1,"hammer_throw(1), falling_off_chair(1)"
football_run,173,66.66666666666667,66.66666666666667,6,triple_jump_run,1,"triple_jump_run(1), ride_scooter(1)"
gym_run,195,66.66666666666667,66.66666666666667,6,play_timpani,1,"play_timpani(1), gym_ride(1)"
hammer_throw,199,66.66666666666667,66.66666666666667,6,windsurfing,1,"windsurfing(1), snowboard_jump(1)"
running_on_four,352,66.66666666666667,66.66666666666667,6,swimming_butterfly_stroke,1,"swimming_butterfly_stroke(1), baseball_catch_groundball(1)"
salute,355,66.66666666666667,66.66666666666667,6,badminton_serve,1,"badminton_serve(1), shaving_beard(1)"
shoot_dance,364,66.66666666666667,66.66666666666667,6,javelin_run,1,"javelin_run(1), throw_paper-plane(1)"
squash_backhand,408,66.66666666666667,66.66666666666667,6,frisbee_throw,1,"frisbee_throw(1), belly_dancing(1)"
swimming_breast_stroke,416,66.66666666666667,66.66666666666667,6,stone_skipping,1,"stone_skipping(1), rescue_breathing(1)"
swinging_axe_on_a_tree,419,66.66666666666667,66.66666666666667,6,beer_pong_throw,1,"beer_pong_throw(1), fist_bump(1)"
unicycle_ride,454,66.66666666666667,66.66666666666667,6,cross_country_ski_walk,1,"cross_country_ski_walk(1), gym_lunges(1)"
using_inhaler,455,66.66666666666667,66.66666666666667,6,high_five,1,"high_five(1), play_recorder(1)"
yoga_triangle,498,66.66666666666667,66.66666666666667,6,stomping_grapes,1,"stomping_grapes(1), forward_fold(1)"
bench_dip,52,66.66666666666667,83.33333333333333,6,fish-hunting_pull,1,"fish-hunting_pull(1), tire_pull(1)"
breakdancing_rotate,72,66.66666666666667,83.33333333333333,6,forward_roll,1,"forward_roll(1), dice_shuffle_reveal(1)"
climb_pole,103,66.66666666666667,83.33333333333333,6,milking,1,"milking(1), abseiling(1)"
climbing_rope,106,66.66666666666667,83.33333333333333,6,hand-drill_firemaking_drill_with_hand,1,"hand-drill_firemaking_drill_with_hand(1), pull_ups(1)"
cross_country_ski_slide,112,66.66666666666667,83.33333333333333,6,ice_scuplting,1,"ice_scuplting(1), battle-rope_rainbow(1)"
gym_ride,194,66.66666666666667,83.33333333333333,6,play_bangu,1,"play_bangu(1), push_wheelchair(1)"
hurdle_jump,227,66.66666666666667,83.33333333333333,6,soccer_header,1,"soccer_header(1), trampoline(1)"
long_jump_run,246,66.66666666666667,83.33333333333333,6,baseball_run,1,"baseball_run(1), running_in_place(1)"
one_arm_push_up,251,66.66666666666667,83.33333333333333,6,pushup,1,"pushup(1), billiard_hit(1)"
play_serpent,295,66.66666666666667,83.33333333333333,6,burping,2,burping(2)
punching_speedbag,327,66.66666666666667,83.33333333333333,6,play_sheng,1,"play_sheng(1), shake_cocktail(1)"
ski_jump_midair,379,66.66666666666667,83.33333333333333,6,abseiling,1,"abseiling(1), snow_angel(1)"
sprint_kneel,405,66.66666666666667,83.33333333333333,6,screw_car_tire,1,"screw_car_tire(1), gym_ride(1)"
taekwondo_kick,422,66.66666666666667,83.33333333333333,6,play_timpani,1,"play_timpani(1), runway_walk(1)"
wear_face_mask,476,66.66666666666667,83.33333333333333,6,brushing_hair,1,"brushing_hair(1), balloon_animal(1)"
whistle_two_hands,483,66.66666666666667,83.33333333333333,6,play_harmonica,1,"play_harmonica(1), play_ otamatone(1)"
workout_chest-pull,485,66.66666666666667,83.33333333333333,6,football_throw,1,"football_throw(1), play_thereminvox(1)"
battle-rope_russian-twist,46,66.66666666666667,100.0,6,situp,2,situp(2)
battle-rope_snake,48,66.66666666666667,100.0,6,three_legged_race,1,"three_legged_race(1), play_hulahoop(1)"
gym_lunges,190,66.66666666666667,100.0,6,using_metal_detector,1,"using_metal_detector(1), weightlifting_overhead(1)"
leg_split,244,66.66666666666667,100.0,6,atlatl_throw,1,"atlatl_throw(1), curling_push(1)"
playing_swing,318,66.66666666666667,100.0,6,playing_seesaw,1,"playing_seesaw(1), piggyback_ride(1)"
racewalk_walk,334,66.66666666666667,100.0,6,play_diabolo,1,"play_diabolo(1), gym_run(1)"
riding_mechanical_bull,344,66.66666666666667,100.0,6,ride_horse,1,"ride_horse(1), sack_race(1)"
runway_walk,353,66.66666666666667,100.0,6,cross_country_ski_walk,1,"cross_country_ski_walk(1), burping(1)"
sprint_start,407,66.66666666666667,100.0,6,sprint_run,1,"sprint_run(1), hopscotch_skip(1)"
taekwondo_high_block,421,66.66666666666667,100.0,6,cast_net,1,"cast_net(1), taekwondo_punch(1)"
tap_dancing,431,66.66666666666667,100.0,6,battle-rope_jumping-jack,1,"battle-rope_jumping-jack(1), playing_nunchucks(1)"
using_lawn_mower,456,66.66666666666667,100.0,6,push_wheelchair,2,push_wheelchair(2)
backward_roll,17,83.33333333333333,83.33333333333333,6,canoeing_sprint,1,canoeing_sprint(1)
battle-rope_sideplank,47,83.33333333333333,83.33333333333333,6,cleaning_windows,1,cleaning_windows(1)
bowing_fullbody,66,83.33333333333333,83.33333333333333,6,shoe_shining,1,shoe_shining(1)
breakdancing_flip,71,83.33333333333333,83.33333333333333,6,climb_ladder,1,climb_ladder(1)
discuss_throw,125,83.33333333333333,83.33333333333333,6,football_throw,1,football_throw(1)
diving_sneak,128,83.33333333333333,83.33333333333333,6,unevenbar_jump,1,unevenbar_jump(1)
figure_skate_jump_spin,155,83.33333333333333,83.33333333333333,6,tennis_forehand,1,tennis_forehand(1)
floor_rotate,166,83.33333333333333,83.33333333333333,6,horizontalbar_jump,1,horizontalbar_jump(1)
golf_swing,184,83.33333333333333,83.33333333333333,6,tennis_backhand,1,tennis_backhand(1)
javelin_run,231,83.33333333333333,83.33333333333333,6,water_skiing,1,water_skiing(1)
javelin_throw,232,83.33333333333333,83.33333333333333,6,basketball_jabstep,1,basketball_jabstep(1)
